0.294634	0.173446	0.487593	0.462566	0.133574	0.59491	0.567762	0.29561	0.24106	0.527041	0.505408	0.184772	0.273595	0.08263	0.177561	0.185408	0.092513	0.10299	0.097222	0.129077	0.135483	0.16895	0.221082	0.135101	0.192195	0.105408	0.437116	0.075546	0.038515	0.255016
0.535949	0.128399	0.197497	0.175864	0.15474	0.099555	0.122333	0.360764	0.126914	0.161909	0.154443	0.138112	0.096076	0.278473	0.15737	0.359788	0.13684	0.108717	0.097434	0.05315	0.233383	0.244327	0.123139	0.054168	0.279788	0.149099	0.100445	0.112916	0.217434	0.11228
0.18316	0.062015	0.06948	0.080636	0.091792	0.100785	0.151771	0.229692	0.137561	0.469353	0.409968	0.224899	0.193425	0.155122	0.198388	0.190498	0.196394	0.096713	0.333107	0.187656	0.083733	0.359067	0.12632	0.355504	0.225366	0.218961	0.526193	0.122375	0.444327	0.126829
0.212386	0.148208	0.175483	0.115207	0.167296	0.159788	0.062524	0.333998	1	0.213192	0.114189	0.167041	0.169417	0.166872	0.060573	0.355037	0.112534	0.06176	0.129968	0.230498	0.136543	0.091368	0.154146	0.201442	0.193383	0.11088	0.285175	0.132259	0.194867	0.170859
0.181379	0.256076	0.141336	0.221633	0.434146	0.117497	0.302906	0.13701	0.359958	0.366278	0.141591	0.167635	0.227953	0.145111	0.142778	0.392153	0.499046	0.231559	0.191898	0.141166	0.652598	0.044624	0.054719	0.131326	0.094592	0.286872	0.249332	0.11983	0.227869	0.17527
0.218579	0.236861	0.105069	0.385366	0.454083	0.148293	0.14859	0.048484	0.720042	0.103754	0.181336	0.0635	0.033001	0.172895	0.137858	0.191177	0.127975	0.118515	0.115673	0.183245	0.490138	0.09421	0.493955	0.206278	0.111516	0.014974	0.01141	0.110032	0.217561	0.222736
0.167508	0.18719	0.182269	0.076946	0.075207	0.060318	0.092513	0.092047	0.099639	0.154571	0.051113	0.157285	0.075461	0.071347	0.05421	0.217858	0.110286	0.193807	0.102863	0.243224	0.510498	0.56649	0.474019	0.303118	0.475716	0.015907	0.593753	0.28988	0.514309	0.811321
0.430351	0.678613	0.379164	0.598267	0.674099	0.595558	0.265686	0.401462	0.404171	0.28329	0.545906	0.553128	0.415636	0.581114	0.412386	0.407692	0.495351	0.449309	0.493545	0.376004	0.536878	0.595558	0.476393	0.377088	0.50167	0.41383	0.48542	0.526045	0.605489	0.373567
0.463754	0.392435	0.411664	0.335831	0.372303	0.442087	0.261713	0.632572	0.344678	0.464656	0.401824	0.517017	0.301255	0.570281	0.455629	0.314977	0.304595	0.218651	0.270651	0.561253	0.342421	0.384671	0.47549	0.551323	0.252505	0.405254	0.548614	0.647016	0.471879	0.221901
0.537781	0.58292	0.467365	0.259637	0.487226	0.412386	0.338178	0.408053	0.49174	0.433962	0.352893	0.352532	0.690349	0.486323	0.685836	0.421685	0.519726	0.498059	0.484517	0.621739	0.402636	0.416268	0.377449	0.339984	0.316783	0.546809	0.335019	0.355421	0.18886	0.447504
0.462851	0.344407	0.468268	0.449309	0.335831	0.405254	0.381421	0.581114	0.248262	0.432157	0.42665	0.786946	0.555836	0.290151	0.721946	0.315609	0.461045	0.421594	0.232373	0.537781	0.563059	0.406699	0.379074	0.573892	0.567572	0.28338	0.371039	0.476393	0.831182	0.518823
0.167193	0.317956	0.360657	0.266679	0.563059	0.441184	0.487226	0.510698	0.434865	0.379074	0.376185	0.342331	0.473684	0.395053	0.578406	0.575697	0.359935	0.402456	0.510698	0.308206	0.228401	0.564864	0.509795	0.259547	0.424935	0.242033	0.549517	0.373928	0.492642	0.405435
0.372032	0.30613	0.531462	0.196985	0.365442	0.203304	0.50799	0.309741	0.535975	0.438476	0.28672	0.285095	0.39099	0.325178	0.471879	0.414553	0.45292	0.341699	0.659655	0.433059	0.318588	0.349824	0.400469	0.412386	0.089194	0.313803	0.512503	0.554934	0.391261	0.342692
0.342512	0.36147	0.300172	0.40724	0.433962	0.254311	0.495351	0.314706	0.152298	0.458337	0.467365	0.241762	0.608197	0.190304	0.294304	0.416087	0.390268	0.334477	0.554934	0.719238	0.424483	0.326171	0.50799	0.316783	0.429448	0.263519	0.345491	0.32572	0.555836	0.433059
0.379164	0.451115	0.370136	0.251964	0.371942	0.285005	0.395685	0.473684	0.482712	0.450212	0.287262	0.419157	0.47549	0.280581	0.238332	0.507087	0.554934	0.146249	0.227228	0.35172	0.288977	0.343685	0.383317	0.279137	0.26722	0.410671	0.375553	0.240408	0.39081	0.25097
0.452018	0.490837	0.176221	0.315699	0.396678	0.439379	0.433962	0.368511	0.483615	0.434865	0.45924	0.514309	0.360838	0.730071	0.526045	0.484517	0.427643	0.306852	0.337275	0.232644	0.402907	0.379706	0.399476	0.243116	0.375734	0.50167	0.105263	0.412657	0.373567	0.340706
