0.085133	0.034451	0.023603	0.170778	0.015553	0.0235	0.048512	0.083717	0.073041	0.043606	0.231997	0.016797	0.066408	0.128491	0.116296	0.064128	0.0728	0.025296	0.026989	0.007988	0.024121	0.088139	0.038355	0.036973	0.110077	0.096776	0.038701	0.245989	0.040981	0.194236
0.070243	0.758855	0.066339	0.13236	0.03072	0.017177	0.031342	0.087517	0.06437	0.036697	0.037181	0.134468	0.129769	0.173887	0.083682	0.08693	0.045472	0.058393	0.043468	0.023189	0.047614	0.026471	0	0.120821	0.036524	0.204704	0.015519	0.001914	0.053764	0.241221
0.071383	0.231513	0.023983	0.076427	0.08465	0.040428	0.03072	0.054627	0.029718	0.065441	0.182835	0.076911	0.12704	0.036904	0.039219	0.045852	0.098054	0.166045	0.122652	0.065061	0.076807	0.085617	0.10835	0.069863	0.08268	0.076185	0.202562	0.064232	0.065234	0.073041
0.076669	0.061261	0.222324	0.086031	0.137232	0.135988	0.114361	0.166528	0.041188	0.11329	0.062815	0.005638	0.036662	0.042777	0.038217	0.040739	0.034935	0.117159	0.036801	0.031377	0.100231	0.110215	0.030133	0.119958	0.028198	0.044297	0.096776	0.390573	0.027265	0.137266
0.122307	0.09764	0.036144	0.223291	0.206915	0.05936	0.068274	0.128767	0.037146	0.395064	0.184666	0.051	0.201802	0.115294	0.108246	0.031204	0.018974	0.054213	0.109593	0.091283	0.075184	0.145247	0.033242	0.097087	0.037215	0.018559	0.062401	0.025089	0.236177	0.084339
0.047407	0.026402	0.045023	0.12742	0.107797	0.029545	0.04758	0.127662	0.169983	0.121581	0.040255	0.084442	0.157166	0.037561	0.105758	0.115052	0.052382	0.135953	0.062021	0.051207	0.009853	0.168912	0.176547	0.107451	0.125071	0.043987	0.06741	0.051242	0.066857	0.049445
0.041776	0.140997	0.098262	0.057668	0.124276	0.053245	0.096016	0.057391	0.037181	0.04948	0.045265	0.277428	0.031515	0.117712	0.092181	0.025676	0.072212	0.042605	0.03224	0.021392	0.047441	0.121685	0.126556	0.034451	0.064715	0.026851	0.250066	0.080677	0.072005	0.359479
0.149324	0.104273	0.103236	0.051276	0.077429	0.130495	0.048167	0.063886	0.041465	0.093943	0.188639	0.033277	0.045679	0.065372	0.021738	0.047027	0.30168	0.011201	0.08002	0.080089	0.027818	0.051967	0.01431	0.10714	0.135643	0.062401	0.031688	0.092181	0.022325	0.150636
0.097847	0.080918	0.21075	0.054766	0.069172	0.330113	0.365698	0.100818	0.256284	0.05784	0.176375	0.204773	0.030547	0.107451	0.047891	0.02844	0.011131	0.06323	0.086239	0.08306	0.094461	0.103858	0.133535	0.048374	0.098538	0.089797	0.104687	0.030824	0.016279	0.160068
0.046267	0.049169	0.061364	0.027714	0.063022	0.091179	0.061986	0.098849	0.170294	0.206501	0.229959	0.159515	0.180209	0.05981	0.015484	0.093425	0.058324	0.059119	0.172574	0.112599	0.071936	0.04606	0.132257	0.028716	0.128802	0.065855	0.139685	0.047787	0.083924	0.121305
